symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,fees,pnl,return_pct,bars_held,entry_reason,exit_reason,score
SOLUSDT,-1,2024-01-01 13:00:00+00:00,2024-01-01 12:00:00+00:00,82.61322097681766,83.37109234367693,577.7104675235116,38.35635009998079,-476.18657177093644,-0.9173729796492891,1,ensemble_entry,stop_or_trail,0.0
SOLUSDT,-1,2024-01-01 16:00:00+00:00,2024-01-01 15:00:00+00:00,82.57601779193718,82.6520213768996,438.94266296398166,29.010254203634517,-62.37147018184911,-0.09204074862743106,1,ensemble_entry,stop_or_trail,0.0
SOLUSDT,-1,2024-01-01 19:00:00+00:00,2024-01-01 18:00:00+00:00,79.84458279881096,80.97006426588366,413.17476780722325,26.5778217843823,-491.5983656134793,-1.4095902660154813,1,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-01 20:00:00+00:00,2024-01-01 20:00:00+00:00,42059.45749427282,41866.549475713844,1.0977816486315246,36.85297211782912,-248.62385476574403,-0.4586555083009425,2,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-01 20:00:00+00:00,2024-01-01 21:00:00+00:00,2262.9192989898847,2247.505012095126,15.386689863174793,27.76020001039555,-264.9350519220486,-0.6811682105340333,3,ensemble_entry,stop_or_trail,0.0
SOLUSDT,-1,2024-01-01 22:00:00+00:00,2024-01-02 00:00:00+00:00,79.1158604779793,79.74273281587261,446.06638298599887,28.344591246732953,-307.97126760478193,-0.7923472412561194,4,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-02 01:00:00+00:00,2024-01-02 04:00:00+00:00,2264.2919805625816,2239.495995482435,15.61754159958251,28.135238428633027,-415.3875669204513,-1.0950877931381386,5,ensemble_entry,stop_or_trail,0.0
SOLUSDT,-1,2024-01-02 04:00:00+00:00,2024-01-02 09:00:00+00:00,79.73310414879123,79.68352850354898,389.3064784284735,24.82477114432327,-5.52465127924647,0.06217699131558785,7,ensemble_entry,stop_or_trail,0.0
BTCUSDT,-1,2024-01-02 08:00:00+00:00,2024-01-02 10:00:00+00:00,41234.361580466335,41421.589390012574,1.1065713517021758,36.585882956652654,-243.76681324247173,-0.4540577381824562,4,ensemble_entry,stop_or_trail,0.0
SOLUSDT,-1,2024-01-02 13:00:00+00:00,2024-01-02 16:00:00+00:00,79.64890870732648,80.38331007269201,388.3309636300442,24.858186292279456,-310.0489761958952,-0.9220482455875478,5,ensemble_entry,stop_or_trail,0.0
BTCUSDT,-1,2024-01-02 14:00:00+00:00,2024-01-02 16:00:00+00:00,41533.94863782975,41694.07679858122,1.0522080886876435,35.02928062787703,-203.51742659724732,-0.3855356064210502,4,ensemble_entry,stop_or_trail,0.0
ETHUSDT,-1,2024-01-02 12:00:00+00:00,2024-01-02 20:00:00+00:00,2194.35977929817,2205.623916363753,14.21156410885955,25.012260147534477,-185.09326618604655,-0.5133222533446835,10,ensemble_entry,stop_or_trail,0.0
BTCUSDT,-1,2024-01-02 20:00:00+00:00,2024-01-02 20:00:00+00:00,41577.54669652597,41845.755170910605,0.9948515599999197,33.1975208012654,-300.02513994801836,-0.6450800869572282,2,ensemble_entry,stop_or_trail,0.0
SOLUSDT,-1,2024-01-02 20:00:00+00:00,2024-01-02 20:00:00+00:00,81.37073127485651,82.22417132118775,358.0957911401358,23.433058428649574,-329.04634701031046,-1.0488292693947576,2,ensemble_entry,stop_or_trail,0.0
BTCUSDT,-1,2024-01-03 00:00:00+00:00,2024-01-03 01:00:00+00:00,42017.308929222774,41889.25603393719,0.9522188670436058,31.958965690696356,89.97541717979408,0.3047622481041956,1,ensemble_entry,score_decay_exit,-0.016533824718893572
ETHUSDT,-1,2024-01-03 00:00:00+00:00,2024-01-03 01:00:00+00:00,2234.0474964729947,2247.710433641028,13.967506150758563,25.039592582031432,-215.87675151396428,-0.6115777390410804,3,ensemble_entry,stop_or_trail,0.0
SOLUSDT,-1,2024-01-03 00:00:00+00:00,2024-01-03 05:00:00+00:00,81.13804054819936,82.12755936185074,343.0000135491574,22.4000411925034,-361.8050076820752,-1.2195498029849094,7,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-03 05:00:00+00:00,2024-01-03 14:00:00+00:00,2269.066996411739,2349.7172742190564,13.36908917674822,24.699575520890036,1053.5211806146522,3.5543365592490606,11,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-03 04:00:00+00:00,2024-01-03 18:00:00+00:00,42417.995276998634,43264.77208243556,0.8709823865455858,29.851272480220082,707.6764103906779,1.996267857326317,16,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-03 18:00:00+00:00,2024-01-03 19:00:00+00:00,2380.701809989538,2389.239201826492,14.002963538328979,26.717324027375962,92.8314625779142,0.3586081970085697,3,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-03 13:00:00+00:00,2024-01-04 07:00:00+00:00,83.7003523273135,87.04699123440822,350.1187088300507,23.912735785596432,1147.808157286822,3.9983570128923285,20,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-04 11:00:00+00:00,2024-01-04 10:00:00+00:00,88.48167330828925,87.01139345566266,319.69227772104387,22.441511295207604,-492.4786262687627,-1.6616772690360548,1,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-03 23:00:00+00:00,2024-01-04 13:00:00+00:00,2395.089366931471,2449.027531278088,12.454610876079801,24.13263640217709,647.6462119049814,2.252031389364051,16,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-04 14:00:00+00:00,2024-01-04 16:00:00+00:00,88.79529558919744,87.44135822608634,337.39814760470597,23.784768214931436,-480.6007265014169,-1.5247850171871247,4,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-04 17:00:00+00:00,2024-01-04 21:00:00+00:00,2466.6369398764336,2496.249221891856,14.146675611116159,28.08333625017334,390.8320115268957,1.200512387400865,6,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-03 22:00:00+00:00,2024-01-04 23:00:00+00:00,43697.63684643336,45706.93027997072,0.8727244602236899,31.21022103476946,1722.3493061801319,4.59817413147221,27,ensemble_entry,take_profit,0.0
SOLUSDT,1,2024-01-04 20:00:00+00:00,2024-01-05 02:00:00+00:00,88.4590800362808,89.03150137047797,355.8421186921985,25.26344981427647,178.4281705310607,0.6471029700539477,8,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-05 01:00:00+00:00,2024-01-05 03:00:00+00:00,2535.4482257202294,2510.5343057106206,12.917190141870673,26.07196632442008,-347.88980826789305,-0.9826238909899865,4,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-05 03:00:00+00:00,2024-01-05 03:00:00+00:00,45503.92377253348,45180.04173417621,0.8268774491626396,29.993810431256364,-297.8045641377159,-0.7117672752273152,2,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-05 06:00:00+00:00,2024-01-05 11:00:00+00:00,87.86147617470886,89.90032342929081,337.9612667391256,24.03064118879773,665.0207596573075,2.320524697909465,7,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-05 07:00:00+00:00,2024-01-05 15:00:00+00:00,2528.1462728688093,2539.841744615387,13.224218326221552,26.808072007154294,127.85539979774654,0.4626105645899381,10,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-05 15:00:00+00:00,2024-01-05 19:00:00+00:00,91.86944949843,93.7144057727266,367.3228560502942,27.267676702010277,650.426931260524,2.0082369975757075,6,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-05 19:00:00+00:00,2024-01-06 02:00:00+00:00,2587.8669851227187,2644.041484965982,14.546686126807883,30.44277214342718,786.7100454069415,2.170687294447604,9,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-05 07:00:00+00:00,2024-01-06 03:00:00+00:00,45223.38799223537,46124.37962061021,0.837782241038352,30.611814985816146,724.2229705908503,1.992313420943903,22,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-05 23:00:00+00:00,2024-01-06 03:00:00+00:00,96.47685590185978,95.3906554794023,347.56864692985187,26.674852528233288,-404.20406365641327,-1.1258663150905401,6,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-06 07:00:00+00:00,2024-01-06 06:00:00+00:00,45824.48890342087,45692.46909639046,0.8306263151509227,30.406557438882015,-140.06568327948773,-0.2880988095877113,1,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-06 07:00:00+00:00,2024-01-06 10:00:00+00:00,95.3602170550609,94.14068757459427,353.4694922113636,26.793115413215304,-457.8595816105442,-1.2788660912574024,5,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-06 06:00:00+00:00,2024-01-06 13:00:00+00:00,2648.0638817742997,2645.6088282728388,13.26308333457309,28.084168919724227,-60.64574810043629,-0.09271126419412301,9,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-06 17:00:00+00:00,2024-01-06 20:00:00+00:00,2679.1445827779717,2648.381154963275,13.371721953462933,28.495277145997377,-439.8552802195477,-1.1482556041375824,5,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-06 14:00:00+00:00,2024-01-06 21:00:00+00:00,94.32495268129689,93.51132601321078,357.54070160114867,26.86364594823327,-317.76829569714795,-0.8625784004739234,9,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-06 10:00:00+00:00,2024-01-07 01:00:00+00:00,45986.03891916094,46501.29054351808,0.794007929361106,29.374269183520077,379.7396061722368,1.1204522861012256,17,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-07 05:00:00+00:00,2024-01-07 05:00:00+00:00,93.82896875180981,93.06014338164708,308.6422447848654,23.072750037888223,-260.3647381324684,-0.8193901951500493,2,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-07 12:00:00+00:00,2024-01-07 12:00:00+00:00,92.98433511386429,92.37790489111484,304.64893022608425,22.58816324873103,-207.33648186611765,-0.6521853621976659,2,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-07 00:00:00+00:00,2024-01-07 13:00:00+00:00,2668.365841205381,2648.1876124500063,13.02060053943933,27.68988750664935,-290.4225437238111,-0.7562017338019755,15,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-07 05:00:00+00:00,2024-01-07 13:00:00+00:00,47232.66205542583,46891.28065992951,0.9238691406124392,34.783282426995925,-350.175018905262,-0.7227655199610106,10,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-07 17:00:00+00:00,2024-01-07 17:00:00+00:00,2674.631049533404,2665.0343772470287,13.510927534107052,28.857533055042893,-158.51747688483505,-0.35880359229545356,2,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-07 17:00:00+00:00,2024-01-07 18:00:00+00:00,47138.34133521353,47155.74061191726,0.957844720064806,36.12763541056695,-19.461830086955384,0.036911092352598374,3,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-07 20:00:00+00:00,2024-01-07 22:00:00+00:00,92.58537859145083,91.89172504363623,321.12863121160393,23.696351912086683,-246.44836625686384,-0.7492042030475154,4,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-07 21:00:00+00:00,2024-01-07 22:00:00+00:00,2706.295840974958,2676.875393711039,12.996674752502708,27.98533026969693,-410.3533144320098,-1.0871112765454383,3,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-07 22:00:00+00:00,2024-01-07 23:00:00+00:00,47464.01197708352,46955.84316989443,0.8774082142156963,33.13790259640586,-479.0093882323053,-1.0706402304011764,3,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-08 02:00:00+00:00,2024-01-08 03:00:00+00:00,2662.7249170887235,2631.788634266442,12.024312861751994,25.46515495691206,-397.45269839166946,-1.1618279689253663,3,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-08 03:00:00+00:00,2024-01-08 08:00:00+00:00,47399.142357196426,47092.30621755577,0.9327990569313691,35.256613647443125,-321.4730753367075,-0.6473453408257002,7,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-08 10:00:00+00:00,2024-01-08 18:00:00+00:00,2657.8850433043676,2697.37888134038,12.488178589613575,26.750996914191404,466.4551056688026,1.48591219682368,10,ensemble_entry,stop_or_trail,0.0
SOLUSDT,-1,2024-01-08 11:00:00+00:00,2024-01-08 19:00:00+00:00,90.77421642114705,91.74189985696269,350.89497931749946,25.617595538607056,-365.1728547350243,-1.0660333671469902,10,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-08 22:00:00+00:00,2024-01-09 01:00:00+00:00,2757.297309913169,2759.2514723863915,11.91924995733331,26.301249535220464,-3.0090985596423963,0.07087238892218295,5,ensemble_entry,stop_or_trail,0.0
SOLUSDT,-1,2024-01-08 23:00:00+00:00,2024-01-09 01:00:00+00:00,90.7981422560487,91.6385289562092,403.45037958166654,29.441657700080462,-368.4959908752158,-0.9255549500017501,4,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-08 12:00:00+00:00,2024-01-09 05:00:00+00:00,47752.10255711061,49702.03061902225,0.9022343306553235,35.170585846305194,1724.1214539185755,4.083439173342285,19,ensemble_entry,take_profit,0.0
SOLUSDT,1,2024-01-09 05:00:00+00:00,2024-01-09 07:00:00+00:00,93.45963102828534,92.99237336923262,363.8376036778747,27.135300192371798,-197.14120716224684,-0.49995666996728305,4,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-09 11:00:00+00:00,2024-01-09 12:00:00+00:00,95.62550150659065,94.9187364293353,341.7300239633181,26.04587479836647,-267.5687215852753,-0.7390968581813318,3,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-09 05:00:00+00:00,2024-01-09 15:00:00+00:00,2799.65252861701,2828.547920800195,11.175821965339088,25.15990648317125,297.76985217475357,1.0321063734812341,12,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-09 09:00:00+00:00,2024-01-09 16:00:00+00:00,50141.24459739516,51173.48994963391,0.7502302313480521,30.403750695273644,744.0179187227563,2.0586751695676364,9,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-09 16:00:00+00:00,2024-01-09 21:00:00+00:00,96.45831508294852,96.16487992430523,322.6857981102316,24.862707766183384,-119.55006612659619,-0.3042092933003837,7,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-09 20:00:00+00:00,2024-01-09 21:00:00+00:00,51688.365268753696,51063.91283413839,0.6927824829829342,28.473991342509827,-461.0836995000391,-1.2081102417700107,3,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-09 19:00:00+00:00,2024-01-09 23:00:00+00:00,2810.468549390587,2787.2075842250324,11.706067083397132,26.210708932494214,-298.5051275850427,-0.8276543486173682,6,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-01-10 03:00:00+00:00,2024-01-10 03:00:00+00:00,2823.6777358757777,2796.9901688930036,10.904690289778161,24.516657089279956,-315.5363096241411,-0.9451350146548076,2,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-01-10 01:00:00+00:00,2024-01-10 05:00:00+00:00,51327.142444654164,50792.61199158397,0.6988290880483988,28.545701945761092,-402.0911309988998,-1.0414186872892306,6,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-01-10 01:00:00+00:00,2024-01-10 05:00:00+00:00,97.85184831973388,96.36635114775548,292.8026462853006,22.7470411043389,-457.7045441089432,-1.518108444027022,6,ensemble_entry,stop_or_trail,0.0
