timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,42084.531080322144,42125.62381045141,42022.208142283154,42063.28012227308,1590.9927512193055
2024-01-01 01:00:00+00:00,41992.489446199615,42269.02523004612,41906.94583343111,42183.09333486191,1338.8092751389795
2024-01-01 02:00:00+00:00,42211.28954789486,42236.6163216236,42169.01495035685,42194.33154928643,1352.198558037864
2024-01-01 03:00:00+00:00,42199.50029205003,42243.316750975246,42044.95356343868,42088.65492973885,1323.9451930742314
2024-01-01 04:00:00+00:00,42073.82588758709,42126.32823359906,42013.18783595529,42065.68001704156,1440.1906701198477
2024-01-01 05:00:00+00:00,42049.88972933216,42126.57970277949,41864.756810947205,41941.24864637751,1506.7370554882343
2024-01-01 06:00:00+00:00,42007.24580452316,42043.94400956038,41978.884965146055,42015.57754507858,1522.7764038014889
2024-01-01 07:00:00+00:00,42073.658469681526,42443.94420832335,41963.58326480246,42333.19000409262,1004.7675123301478
2024-01-01 08:00:00+00:00,42402.758156056334,42466.94407806357,42238.90076242051,42302.93558095481,1125.705645234532
2024-01-01 09:00:00+00:00,42259.20282262908,42324.74379021848,42182.78561714128,42248.30969027013,823.9027100611211
2024-01-01 10:00:00+00:00,42223.42352216235,42467.41230119542,42161.378053846434,42405.09986746113,1635.5401258850902
2024-01-01 11:00:00+00:00,42439.65732522126,42589.04579761851,42387.745120529806,42537.014505587664,2055.273183021293
2024-01-01 12:00:00+00:00,42490.75036478348,42662.841091279945,42449.11799374819,42621.081022469225,2159.480275995624
2024-01-01 13:00:00+00:00,42593.45478151862,42706.76436483496,42393.62857436711,42506.707387224655,1712.0613351125578
2024-01-01 14:00:00+00:00,42437.68365941434,42646.35668788739,42356.48238108398,42564.9119678704,2106.0123728624108
2024-01-01 15:00:00+00:00,42635.90098983505,42833.62205538878,42564.88551069265,42762.39588302213,1681.126090331746
2024-01-01 16:00:00+00:00,42803.29455377221,42911.90974433844,42460.294079097,42568.31299390523,1689.4127260140758
2024-01-01 17:00:00+00:00,42585.87931234086,42636.53143623019,42493.9095085826,42544.51243023702,1255.5412449464145
2024-01-01 18:00:00+00:00,42552.90643311852,42648.54161925573,42150.45189872662,42245.39597296194,1502.849591214802
2024-01-01 19:00:00+00:00,42229.53628151822,42304.17105640297,41989.66572306903,42064.00794987352,1534.2439596851618
2024-01-01 20:00:00+00:00,42048.94525795833,42092.97482722088,41735.70501827395,41779.45240080514,2142.400729940119
2024-01-01 21:00:00+00:00,41802.60312985892,41900.76252626837,41699.77834300696,41797.9267585264,2473.0912531917133
